-0.000000	0.250000	0
0.000000	-0.250000	1
-0.025420	0.290557	0
0.025420	-0.290557	1
-0.057883	0.328269	0
0.057883	-0.328269	1
-0.097057	0.362222	0
0.097057	-0.362222	1
-0.142508	0.391539	0
0.142508	-0.391539	1
-0.193700	0.415391	0
0.193700	-0.415391	1
-0.250000	0.433013	0
0.250000	-0.433013	1
-0.310687	0.443707	0
0.310687	-0.443707	1
-0.374959	0.446859	0
0.374959	-0.446859	1
-0.441942	0.441942	0
0.441942	-0.441942	1
-0.510696	0.428525	0
0.510696	-0.428525	1
-0.580233	0.406283	0
0.580233	-0.406283	1
-0.649519	0.375000	0
0.649519	-0.375000	1
-0.717494	0.334573	0
0.717494	-0.334573	1
-0.783077	0.285017	0
0.783077	-0.285017	1
-0.845185	0.226467	0
0.845185	-0.226467	1
-0.902740	0.159177	0
0.902740	-0.159177	1
-0.954687	0.083524	0
0.954687	-0.083524	1
-1.000000	-0.000000	0
1.000000	0.000000	1
-1.037703	-0.090787	0
1.037703	0.090787	1
-1.066875	-0.188119	0
1.066875	0.188119	1
-1.086667	-0.291171	0
1.086667	0.291171	1
-1.096308	-0.399024	0
1.096308	0.399024	1
-1.095122	-0.510664	0
1.095122	0.510664	1
-1.082532	-0.625000	0
1.082532	0.625000	1
-1.058071	-0.740870	0
1.058071	0.740870	1
-1.021393	-0.857050	0
1.021393	0.857050	1
-0.972272	-0.972272	0
0.972272	0.972272	1
-0.910616	-1.085230	0
0.910616	1.085230	1
-0.836466	-1.194597	0
0.836466	1.194597	1
-0.750000	-1.299038	0
0.750000	1.299038	1
-0.651536	-1.397225	0
0.651536	1.397225	1
-0.541532	-1.487847	0
0.541532	1.487847	1
-0.420581	-1.569629	0
0.420581	1.569629	1
-0.289414	-1.641346	0
0.289414	1.641346	1
-0.148891	-1.701833	0
0.148891	1.701833	1
0.000000	-1.750000	0
-0.000000	1.750000	1
0.156154	-1.784849	0
-0.156154	1.784849	1
0.318355	-1.805481	0
-0.318355	1.805481	1
0.485286	-1.811111	0
-0.485286	1.811111	1
0.655539	-1.801078	0
-0.655539	1.801078	1
0.827627	-1.774853	0
-0.827627	1.774853	1
1.000000	-1.732051	0
-1.000000	1.732051	1
1.171052	-1.672435	0
-1.171052	1.672435	1
1.339141	-1.595926	0
-1.339141	1.595926	1
1.502602	-1.502602	0
-1.502602	1.502602	1
1.659763	-1.392706	0
-1.659763	1.392706	1
1.808961	-1.266648	0
-1.808961	1.266648	1
1.948557	-1.125000	0
-1.948557	1.125000	1
2.076955	-0.968500	0
-2.076955	0.968500	1
2.192616	-0.798047	0
-2.192616	0.798047	1
2.294074	-0.614695	0
-2.294074	0.614695	1
2.379952	-0.419650	0
-2.379952	0.419650	1
2.448979	-0.214258	0
-2.448979	0.214258	1
2.500000	0.000000	0
-2.500000	-0.000000	1
2.531995	0.221521	0
-2.531995	-0.221521	1
2.544087	0.448591	0
-2.544087	-0.448591	1
2.535555	0.679400	0
-2.535555	-0.679400	1
2.505847	0.912054	0
-2.505847	-0.912054	1
2.454584	1.144591	0
-2.454584	-1.144591	1
2.381570	1.375000	0
-2.381570	-1.375000	1
2.286799	1.601234	0
-2.286799	-1.601234	1
2.170459	1.821232	0
-2.170459	-1.821232	1
2.032932	2.032932	0
-2.032932	-2.032932	1
1.874797	2.234296	0
-1.874797	-2.234296	1
1.696830	2.423325	0
-1.696830	-2.423325	1
1.500000	2.598076	0
-1.500000	-2.598076	1
1.285464	2.756686	0
-1.285464	-2.756686	1
1.054562	2.897386	0
-1.054562	-2.897386	1
0.808810	3.018518	0
-0.808810	-3.018518	1
0.549886	3.118558	0
-0.549886	-3.118558	1
0.279625	3.196125	0
-0.279625	-3.196125	1
0.000000	3.250000	0
-0.000000	-3.250000	1
-0.286888	3.279141	0
0.286888	-3.279141	1
-0.578827	3.282693	0
0.578827	-3.282693	1
-0.873514	3.260000	0
0.873514	-3.260000	1
-1.168569	3.210616	0
1.168569	-3.210616	1
-1.461555	3.134314	0
1.461555	-3.134314	1
-1.750000	3.031089	0
1.750000	-3.031089	1
-2.031417	2.901163	0
2.031417	-2.901163	1
-2.303322	2.744993	0
2.303322	-2.744993	1
-2.563262	2.563262	0
2.563262	-2.563262	1
-2.808830	2.356888	0
2.808830	-2.356888	1
-3.037689	2.127013	0
3.037689	-2.127013	1
-3.247595	1.875000	0
3.247595	-1.875000	1
-3.436417	1.602428	0
3.436417	-1.602428	1
-3.602155	1.311077	0
3.602155	-1.311077	1
-3.742963	1.002924	0
3.742963	-1.002924	1
-3.857164	0.680122	0
3.857164	-0.680122	1
-3.943271	0.344991	0
3.943271	-0.344991	1
-4.000000	0.000000	0
4.000000	-0.000000	1
-4.026287	-0.352254	0
4.026287	0.352254	1
-4.021298	-0.709063	0
4.021298	0.709063	1
-3.984444	-1.067629	0
3.984444	1.067629	1
-3.915386	-1.425084	0
3.915386	1.425084	1
-3.814045	-1.778519	0
3.814045	1.778519	1
-3.680608	-2.125000	0
3.680608	2.125000	1
-3.515528	-2.461599	0
3.515528	2.461599	1
-3.319526	-2.785413	0
3.319526	2.785413	1
-3.093592	-3.093592	0
3.093592	3.093592	1
-2.838979	-3.383363	0
2.838979	3.383363	1
-2.557195	-3.652053	0
2.557195	3.652053	1
-2.250000	-3.897114	0
2.250000	3.897114	1
-1.919391	-4.116148	0
1.919391	4.116148	1
-1.567592	-4.306925	0
1.567592	4.306925	1
-1.197038	-4.467407	0
1.197038	4.467407	1
-0.810358	-4.595770	0
0.810358	4.595770	1
-0.410358	-4.690417	0
0.410358	4.690417	1
-0.000000	-4.750000	0
0.000000	4.750000	1
0.417621	-4.773433	0
-0.417621	4.773433	1
0.839299	-4.759904	0
-0.839299	4.759904	1
1.261743	-4.708888	0
-1.261743	4.708888	1
1.681599	-4.620155	0
-1.681599	4.620155	1
2.095482	-4.493776	0
-2.095482	4.493776	1
2.500000	-4.330127	0
-2.500000	4.330127	1
2.891781	-4.129892	0
-2.891781	4.129892	1
3.267504	-3.894059	0
-3.267504	3.894059	1
3.623922	-3.623922	0
-3.623922	3.623922	1
3.957896	-3.321069	0
-3.957896	3.321069	1
4.266417	-2.987377	0
-4.266417	2.987377	1
4.546633	-2.625000	0
-4.546633	2.625000	1
4.795879	-2.236355	0
-4.795879	2.236355	1
5.011694	-1.824107	0
-5.011694	1.824107	1
5.191851	-1.391152	0
-5.191851	1.391152	1
5.334375	-0.940594	0
-5.334375	0.940594	1
5.437563	-0.475725	0
-5.437563	0.475725	1
5.500000	-0.000000	0
-5.500000	0.000000	1
5.520579	0.482988	0
-5.520579	-0.482988	1
5.498510	0.969536	0
-5.498510	-0.969536	1
5.433333	1.455857	0
-5.433333	-1.455857	1
5.324925	1.938114	0
-5.324925	-1.938114	1
5.173507	2.412446	0
-5.173507	-2.412446	1
4.979646	2.875000	0
-4.979646	-2.875000	1
4.744256	3.321963	0
-4.744256	-3.321963	1
4.468593	3.749594	0
-4.468593	-3.749594	1
4.154252	4.154252	0
-4.154252	-4.154252	1
3.803160	4.532430	0
-3.803160	-4.532430	1
3.417560	4.880781	0
-3.417560	-4.880781	1
3.000000	5.196152	0
-3.000000	-5.196152	1
2.553319	5.475610	0
-2.553319	-5.475610	1
2.080623	5.716463	0
-2.080623	-5.716463	1
1.585267	5.916296	0
-1.585267	-5.916296	1
1.070830	6.072981	0
-1.070830	-6.072981	1
0.541092	6.184709	0
-0.541092	-6.184709	1
0.000000	6.250000	0
-0.000000	-6.250000	1
-0.548355	6.267725	0
0.548355	-6.267725	1
-1.099772	6.237116	0
1.099772	-6.237116	1
-1.649971	6.157777	0
1.649971	-6.157777	1
-2.194629	6.029694	0
2.194629	-6.029694	1
-2.729410	5.853238	0
2.729410	-5.853238	1
-3.250000	5.629165	0
3.250000	-5.629165	1
-3.752146	5.358620	0
3.752146	-5.358620	1
-4.231685	5.043126	0
4.231685	-5.043126	1
-4.684582	4.684582	0
4.684582	-4.684582	1
-5.106963	4.285251	0
5.106963	-4.285251	1
-5.495145	3.847742	0
5.495145	-3.847742	1
-5.845671	3.375000	0
5.845671	-3.375000	1
-6.155340	2.870282	0
6.155340	-2.870282	1
-6.421233	2.337138	0
6.421233	-2.337138	1
-6.640740	1.779381	0
6.640740	-1.779381	1
-6.811587	1.201067	0
6.811587	-1.201067	1
-6.931855	0.606459	0
6.931855	-0.606459	1
-7.000000	0.000000	0
7.000000	-0.000000	1
